"","South Viet Nam","Guangdong","Guangzhou","Guangzhou","Guangzhou","Guangzhou","Sao Paulo","Hawaii","South Viet Nam","Tahiti","Jaipur","Bangkok","South Viet Nam","Shizuoka","Buenos Aires","South Viet Nam","South Viet Nam","Sao Paulo","Odisha","Hyderabad","Iquitos","Guangdong","Dhule","Jaipur","Nanhai","Pune","Vellore","Kolkata","South Viet Nam","Bangkok","South Viet Nam","Masaya","Jakarta","Karachi","Vellore","Makassar","Zhongshan","Cuiaba","Karachi","Guangzhou","Santander"
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Guangdong",10.8153935349449,0,0.55799701677314,0.55799701677314,0.55799701677314,0.55799701677314,167.121063163578,269.368574075862,10.8153935349449,266.368312244696,38.1400366741956,16.3848787968169,10.8153935349449,27.2148902839541,181.647576765158,10.8153935349449,10.8153935349449,167.121063163578,28.7673518589049,35.7822197161721,188.971478816852,0,39.0668511334794,38.1400366741956,0.71186935107682,40.2012174697662,36.1767255001368,25.4121852876212,10.8153935349449,16.3848787968169,10.8153935349449,200.177285162435,30.3485279185487,46.776840109459,36.1767255001368,29.0846208335712,0.937748851525145,174.276486172257,46.776840109459,0.55799701677314,188.162607653009
"Guangzhou",10.3513855524945,0.55799701677314,0,0,0,0,166.572088064107,268.866597298416,10.3513855524945,265.836926133299,37.6675937475005,15.8345651904078,10.3513855524945,27.7727277720609,181.095018361116,10.3513855524945,10.3513855524945,166.572088064107,28.2499028608617,35.248882042955,188.441957415012,0.55799701677314,38.5537384995047,37.6675937475005,0.157029534967158,39.6762160671435,35.6269944162248,24.9067070168538,10.3513855524945,15.8345651904078,10.3513855524945,199.665076935156,29.9948150958923,46.2868754336857,35.6269944162248,28.9417433366819,0.624856410585663,173.734377767305,46.2868754336857,0,187.643570158752
"Guangzhou",10.3513855524945,0.55799701677314,0,0,0,0,166.572088064107,268.866597298416,10.3513855524945,265.836926133299,37.6675937475005,15.8345651904078,10.3513855524945,27.7727277720609,181.095018361116,10.3513855524945,10.3513855524945,166.572088064107,28.2499028608617,35.248882042955,188.441957415012,0.55799701677314,38.5537384995047,37.6675937475005,0.157029534967158,39.6762160671435,35.6269944162248,24.9067070168538,10.3513855524945,15.8345651904078,10.3513855524945,199.665076935156,29.9948150958923,46.2868754336857,35.6269944162248,28.9417433366819,0.624856410585663,173.734377767305,46.2868754336857,0,187.643570158752
"Guangzhou",10.3513855524945,0.55799701677314,0,0,0,0,166.572088064107,268.866597298416,10.3513855524945,265.836926133299,37.6675937475005,15.8345651904078,10.3513855524945,27.7727277720609,181.095018361116,10.3513855524945,10.3513855524945,166.572088064107,28.2499028608617,35.248882042955,188.441957415012,0.55799701677314,38.5537384995047,37.6675937475005,0.157029534967158,39.6762160671435,35.6269944162248,24.9067070168538,10.3513855524945,15.8345651904078,10.3513855524945,199.665076935156,29.9948150958923,46.2868754336857,35.6269944162248,28.9417433366819,0.624856410585663,173.734377767305,46.2868754336857,0,187.643570158752
"Guangzhou",10.3513855524945,0.55799701677314,0,0,0,0,166.572088064107,268.866597298416,10.3513855524945,265.836926133299,37.6675937475005,15.8345651904078,10.3513855524945,27.7727277720609,181.095018361116,10.3513855524945,10.3513855524945,166.572088064107,28.2499028608617,35.248882042955,188.441957415012,0.55799701677314,38.5537384995047,37.6675937475005,0.157029534967158,39.6762160671435,35.6269944162248,24.9067070168538,10.3513855524945,15.8345651904078,10.3513855524945,199.665076935156,29.9948150958923,46.2868754336857,35.6269944162248,28.9417433366819,0.624856410585663,173.734377767305,46.2868754336857,0,187.643570158752
"Sao Paulo",159.410447437554,167.121063163578,166.572088064107,166.572088064107,166.572088064107,166.572088064107,0,117.293027097495,159.410447437554,102.961891886335,132.413398706218,151.791077684869,159.410447437554,194.052958379226,16.1305243708198,159.410447437554,159.410447437554,0,139.045749153353,131.646230052772,33.1790038170656,167.121063163578,129.291054246871,132.413398706218,166.427934985394,127.623735044747,130.946108076104,142.65900472264,159.410447437554,151.791077684869,159.410447437554,53.0891894883776,154.478632775602,123.525332917169,130.946108076104,167.082599248926,166.525122360599,12.3598807440587,123.525332917169,166.572088064107,40.5189907065661
"Hawaii",263.924566638082,269.368574075862,268.866597298416,268.866597298416,268.866597298416,268.866597298416,117.293027097495,0,263.924566638082,38.0491017654759,231.476393775841,256.158154480102,263.924566638082,294.352420787156,111.437771020323,263.924566638082,263.924566638082,117.293027097495,240.683617186991,234.082928643892,85.6579740467984,269.368574075862,230.35988270558,231.476393775841,268.744476098205,229.443653567003,234.819051050661,243.961352378748,263.924566638082,256.158154480102,263.924566638082,69.9447119470801,263.739647443658,222.648079871536,234.819051050661,276.153500864646,268.988319741391,105.628423900161,222.648079871536,268.866597298416,82.9941622527339
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Tahiti",259.646753487863,266.368312244696,265.836926133299,265.836926133299,265.836926133299,265.836926133299,102.961891886335,38.0491017654759,259.646753487863,0,229.57989631488,251.893477862148,259.646753487863,292.581277436534,92.6093630390144,259.646753487863,259.646753487863,102.961891886335,237.680313674939,230.589946725733,77.433533782065,266.368312244696,227.491890594938,229.57989631488,265.702061953039,226.193653715047,230.593526974967,241.167969281898,259.646753487863,251.893477862148,259.646753487863,69.9217589714593,256.547876060937,220.571612919595,230.593526974967,269.149347869385,265.870714347071,93.3506515380931,220.571612919595,265.836926133299,79.5719091164606
"Jaipur",34.9402856535544,38.1400366741956,37.6675937475005,37.6675937475005,37.6675937475005,37.6675937475005,132.413398706218,231.476393775841,34.9402856535544,229.57989631488,0,27.9980224625737,34.9402856535544,63.1131923498505,147.599145381533,34.9402856535544,34.9402856535544,132.413398706218,11.0557758483416,9.90241957756124,152.159099823208,38.1400366741956,6.09290805385337,0,37.5574871737958,8.61119356751146,14.390143787904,13.3043312558661,34.9402856535544,27.9980224625737,34.9402856535544,162.564056136888,45.3939780437565,9.01376960418383,14.390143787904,54.1551119554821,37.8614349540139,138.56811714171,9.01376960418383,37.6675937475005,150.809155543165
"Bangkok",7.78129630368339,16.3848787968169,15.8345651904078,15.8345651904078,15.8345651904078,15.8345651904078,151.791077684869,256.158154480102,7.78129630368339,251.893477862148,27.9980224625737,0,7.78129630368339,43.420228623945,166.080106540966,7.78129630368339,7.78129630368339,151.791077684869,17.0009615325275,22.3121475208902,174.632452214056,16.3848787968169,26.7013860303527,27.9980224625737,15.677804240575,27.0675785488754,21.3857625217934,15.0018433036398,7.78129630368339,0,7.78129630368339,186.598947967329,20.922561923433,35.2849312044052,21.3857625217934,26.7533652055167,15.5864550407266,159.327742447677,35.2849312044052,15.8345651904078,174.300567649726
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Shizuoka",36.6600650846733,27.2148902839541,27.7727277720609,27.7727277720609,27.7727277720609,27.7727277720609,194.052958379226,294.352420787156,36.6600650846733,292.581277436534,63.1131923498505,43.420228623945,36.6600650846733,0,208.705086966998,36.6600650846733,36.6600650846733,194.052958379226,55.0995263012959,62.4264486549665,215.147747696811,27.2148902839541,65.1463576644959,63.1131923498505,27.9248675801269,66.5918260465289,63.224221243645,51.5343603427313,36.6600650846733,43.420228623945,36.6600650846733,225.647646811808,51.8352505812924,72.0864235613285,63.224221243645,44.3747030408184,27.9241084677209,200.95033690398,72.0864235613285,27.7727277720609,213.921356345694
"Buenos Aires",173.617777640874,181.647576765158,181.095018361116,181.095018361116,181.095018361116,181.095018361116,16.1305243708198,111.437771020323,173.617777640874,92.6093630390144,147.599145381533,166.080106540966,173.617777640874,208.705086966998,0,173.617777640874,173.617777640874,16.1305243708198,153.860102259954,146.409495222665,34.2557930669182,181.647576765158,144.26284865749,147.599145381533,180.948464759391,142.510141007871,145.493249251308,157.490828485424,173.617777640874,166.080106540966,173.617777640874,54.1925456034118,167.674154810113,138.777272655739,145.493249251308,180.237562619506,181.022815014082,19.1390055897015,138.777272655739,181.095018361116,43.9838972628016
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Sao Paulo",159.410447437554,167.121063163578,166.572088064107,166.572088064107,166.572088064107,166.572088064107,0,117.293027097495,159.410447437554,102.961891886335,132.413398706218,151.791077684869,159.410447437554,194.052958379226,16.1305243708198,159.410447437554,159.410447437554,0,139.045749153353,131.646230052772,33.1790038170656,167.121063163578,129.291054246871,132.413398706218,166.427934985394,127.623735044747,130.946108076104,142.65900472264,159.410447437554,151.791077684869,159.410447437554,53.0891894883776,154.478632775602,123.525332917169,130.946108076104,167.082599248926,166.525122360599,12.3598807440587,123.525332917169,166.572088064107,40.5189907065661
"Odisha",24.182000630018,28.7673518589049,28.2499028608617,28.2499028608617,28.2499028608617,28.2499028608617,139.045749153353,240.683617186991,24.182000630018,237.680313674939,11.0557758483416,17.0009615325275,24.182000630018,55.0995263012959,153.860102259954,24.182000630018,24.182000630018,139.045749153353,0,7.51248200452832,160.264256001476,28.7673518589049,10.3237347257738,11.0557758483416,28.1217447280185,11.5016747205137,10.007850686329,3.64557638635237,24.182000630018,17.0009615325275,24.182000630018,171.422595014573,34.7799249528865,18.5063072479694,10.007850686329,43.1278668459417,28.3375454527177,145.851140241707,18.5063072479694,28.2499028608617,159.395611768963
"Hyderabad",29.9757005669123,35.7822197161721,35.248882042955,35.248882042955,35.248882042955,35.248882042955,131.646230052772,234.082928643892,29.9757005669123,230.589946725733,9.90241957756124,22.3121475208902,29.9757005669123,62.4264486549665,146.409495222665,29.9757005669123,29.9757005669123,131.646230052772,7.51248200452832,0,153.202269835014,35.7822197161721,5.11486656411434,9.90241957756124,35.1133229628961,4.7671090666685,4.51495620352701,11.1566468285314,29.9757005669123,22.3121475208902,29.9757005669123,164.664354722154,36.8837722477719,13.6971606945311,4.51495620352701,46.736525776588,35.2814218040385,138.568072527621,13.6971606945311,35.248882042955,152.518997921817
"Iquitos",182.39963765603,188.971478816852,188.441957415012,188.441957415012,188.441957415012,188.441957415012,33.1790038170656,85.6579740467984,182.39963765603,77.433533782065,152.159099823208,174.632452214056,182.39963765603,215.147747696811,34.2557930669182,182.39963765603,182.39963765603,33.1790038170656,160.264256001476,153.202269835014,0,188.971478816852,150.064560742316,152.159099823208,188.307984835199,148.783617027009,153.292156939222,163.744091293251,182.39963765603,174.632452214056,182.39963765603,20.2909413760648,180.133082613473,143.148741524376,153.292156939222,192.689479013509,188.482855241305,20.8532194903255,143.148741524376,188.441957415012,10.3951565986268
"Guangdong",10.8153935349449,0,0.55799701677314,0.55799701677314,0.55799701677314,0.55799701677314,167.121063163578,269.368574075862,10.8153935349449,266.368312244696,38.1400366741956,16.3848787968169,10.8153935349449,27.2148902839541,181.647576765158,10.8153935349449,10.8153935349449,167.121063163578,28.7673518589049,35.7822197161721,188.971478816852,0,39.0668511334794,38.1400366741956,0.71186935107682,40.2012174697662,36.1767255001368,25.4121852876212,10.8153935349449,16.3848787968169,10.8153935349449,200.177285162435,30.3485279185487,46.776840109459,36.1767255001368,29.0846208335712,0.937748851525145,174.276486172257,46.776840109459,0.55799701677314,188.162607653009
"Dhule",34.1945971230406,39.0668511334794,38.5537384995047,38.5537384995047,38.5537384995047,38.5537384995047,129.291054246871,230.35988270558,34.1945971230406,227.491890594938,6.09290805385337,26.7013860303527,34.1945971230406,65.1463576644959,144.26284865749,34.1945971230406,34.1945971230406,129.291054246871,10.3237347257738,5.11486656411434,150.064560742316,39.0668511334794,0,6.09290805385337,38.4273288462951,2.55449817881354,9.09901585156395,13.6910367455354,34.1945971230406,26.7013860303527,34.1945971230406,161.111417990264,41.988895038722,8.71517956571666,9.09901585156395,51.7012844655498,38.6515587244876,135.868863807695,8.71517956571666,38.5537384995047,149.111996197236
"Jaipur",34.9402856535544,38.1400366741956,37.6675937475005,37.6675937475005,37.6675937475005,37.6675937475005,132.413398706218,231.476393775841,34.9402856535544,229.57989631488,0,27.9980224625737,34.9402856535544,63.1131923498505,147.599145381533,34.9402856535544,34.9402856535544,132.413398706218,11.0557758483416,9.90241957756124,152.159099823208,38.1400366741956,6.09290805385337,0,37.5574871737958,8.61119356751146,14.390143787904,13.3043312558661,34.9402856535544,27.9980224625737,34.9402856535544,162.564056136888,45.3939780437565,9.01376960418383,14.390143787904,54.1551119554821,37.8614349540139,138.56811714171,9.01376960418383,37.6675937475005,150.809155543165
"Nanhai",10.2055156499801,0.71186935107682,0.157029534967158,0.157029534967158,0.157029534967158,0.157029534967158,166.427934985394,268.744476098205,10.2055156499801,265.702061953039,37.5574871737958,15.677804240575,10.2055156499801,27.9248675801269,180.948464759391,10.2055156499801,10.2055156499801,166.427934985394,28.1217447280185,35.1133229628961,188.307984835199,0.71186935107682,38.4273288462951,37.5574871737958,0,39.5445494187175,35.4824693550534,24.7837470690414,10.2055156499801,15.677804240575,10.2055156499801,199.538746445246,29.8713206324655,46.1698830863848,35.4824693550534,28.8700043357894,0.56891585483444,173.594164478247,46.1698830863848,0.157029534967158,187.514315985746
"Pune",34.708473543096,40.2012174697662,39.6762160671435,39.6762160671435,39.6762160671435,39.6762160671435,127.623735044747,229.443653567003,34.708473543096,226.193653715047,8.61119356751146,27.0675785488754,34.708473543096,66.5918260465289,142.510141007871,34.708473543096,34.708473543096,127.623735044747,11.5016747205137,4.7671090666685,148.783617027009,40.2012174697662,2.55449817881354,8.61119356751146,39.5445494187175,0,7.69658608742468,15.0624662960758,34.708473543096,27.0675785488754,34.708473543096,160.079439469571,41.2239894033707,9.33206423549911,7.69658608742468,51.3551301691861,39.737571909844,134.359619338643,9.33206423549911,39.6762160671435,147.987716404158
"Vellore",29.1670582218381,36.1767255001368,35.6269944162248,35.6269944162248,35.6269944162248,35.6269944162248,130.946108076104,234.819051050661,29.1670582218381,230.593526974967,14.390143787904,21.3857625217934,29.1670582218381,63.224221243645,145.493249251308,29.1670582218381,29.1670582218381,130.946108076104,10.007850686329,4.51495620352701,153.292156939222,36.1767255001368,9.09901585156395,14.390143787904,35.4824693550534,7.69658608742468,0,13.3588739253072,29.1670582218381,21.3857625217934,29.1670582218381,165.223843805353,33.6687397272652,17.0187596229145,0,44.1635984475636,35.5801448690547,138.204669440975,17.0187596229145,35.6269944162248,152.914833962809
"Kolkata",21.6571779167116,25.4121852876212,24.9067070168538,24.9067070168538,24.9067070168538,24.9067070168538,142.65900472264,243.961352378748,21.6571779167116,241.167969281898,13.3043312558661,15.0018433036398,21.6571779167116,51.5343603427313,157.490828485424,21.6571779167116,21.6571779167116,142.65900472264,3.64557638635237,11.1566468285314,163.744091293251,25.4121852876212,13.6910367455354,13.3043312558661,24.7837470690414,15.0624662960758,13.3588739253072,0,21.6571779167116,15.0018433036398,21.6571779167116,174.774404228646,34.1866322243858,21.4762688796006,13.3588739253072,41.6375820951547,25.0289355642493,149.420435137771,21.4762688796006,24.9067070168538,162.798668719857
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Bangkok",7.78129630368339,16.3848787968169,15.8345651904078,15.8345651904078,15.8345651904078,15.8345651904078,151.791077684869,256.158154480102,7.78129630368339,251.893477862148,27.9980224625737,0,7.78129630368339,43.420228623945,166.080106540966,7.78129630368339,7.78129630368339,151.791077684869,17.0009615325275,22.3121475208902,174.632452214056,16.3848787968169,26.7013860303527,27.9980224625737,15.677804240575,27.0675785488754,21.3857625217934,15.0018433036398,7.78129630368339,0,7.78129630368339,186.598947967329,20.922561923433,35.2849312044052,21.3857625217934,26.7533652055167,15.5864550407266,159.327742447677,35.2849312044052,15.8345651904078,174.300567649726
"South Viet Nam",0,10.8153935349449,10.3513855524945,10.3513855524945,10.3513855524945,10.3513855524945,159.410447437554,263.924566638082,0,259.646753487863,34.9402856535544,7.78129630368339,0,36.6600650846733,173.617777640874,0,0,159.410447437554,24.182000630018,29.9757005669123,182.39963765603,10.8153935349449,34.1945971230406,34.9402856535544,10.2055156499801,34.708473543096,29.1670582218381,21.6571779167116,0,7.78129630368339,0,194.377049243448,20.2826538176294,42.657878045946,29.1670582218381,22.2107163422697,9.88575557669529,167.029549232977,42.657878045946,10.3513855524945,182.081849083991
"Masaya",194.377049243448,200.177285162435,199.665076935156,199.665076935156,199.665076935156,199.665076935156,53.0891894883776,69.9447119470801,194.377049243448,69.9217589714593,162.564056136888,186.598947967329,194.377049243448,225.647646811808,54.1925456034118,194.377049243448,194.377049243448,53.0891894883776,171.422595014573,164.664354722154,20.2909413760648,200.177285162435,161.111417990264,162.564056136888,199.538746445246,160.079439469571,165.223843805353,174.774404228646,194.377049243448,186.598947967329,194.377049243448,0,193.805011322671,153.640333323392,165.223843805353,206.233029648051,199.760040216917,40.7388292717187,153.640333323392,199.665076935156,13.5278891211814
"Jakarta",20.2826538176294,30.3485279185487,29.9948150958923,29.9948150958923,29.9948150958923,29.9948150958923,154.478632775602,263.739647443658,20.2826538176294,256.547876060937,45.3939780437565,20.922561923433,20.2826538176294,51.8352505812924,167.674154810113,20.2826538176294,20.2826538176294,154.478632775602,34.7799249528865,36.8837722477719,180.133082613473,30.3485279185487,41.988895038722,45.3939780437565,29.8713206324655,41.2239894033707,33.6687397272652,34.1866322243858,20.2826538176294,20.922561923433,20.2826538176294,193.805011322671,0,50.5143332702012,33.6687397272652,12.6096202447124,29.4258731704542,163.235327346605,50.5143332702012,29.9948150958923,180.97322685213
"Karachi",42.657878045946,46.776840109459,46.2868754336857,46.2868754336857,46.2868754336857,46.2868754336857,123.525332917169,222.648079871536,42.657878045946,220.571612919595,9.01376960418383,35.2849312044052,42.657878045946,72.0864235613285,138.777272655739,42.657878045946,42.657878045946,123.525332917169,18.5063072479694,13.6971606945311,143.148741524376,46.776840109459,8.71517956571666,9.01376960418383,46.1698830863848,9.33206423549911,17.0187596229145,21.4762688796006,42.657878045946,35.2849312044052,42.657878045946,153.640333323392,50.5143332702012,0,17.0187596229145,60.4044444167002,46.4420153573935,129.586967052723,0,46.2868754336857,141.838371430799
"Vellore",29.1670582218381,36.1767255001368,35.6269944162248,35.6269944162248,35.6269944162248,35.6269944162248,130.946108076104,234.819051050661,29.1670582218381,230.593526974967,14.390143787904,21.3857625217934,29.1670582218381,63.224221243645,145.493249251308,29.1670582218381,29.1670582218381,130.946108076104,10.007850686329,4.51495620352701,153.292156939222,36.1767255001368,9.09901585156395,14.390143787904,35.4824693550534,7.69658608742468,0,13.3588739253072,29.1670582218381,21.3857625217934,29.1670582218381,165.223843805353,33.6687397272652,17.0187596229145,0,44.1635984475636,35.5801448690547,138.204669440975,17.0187596229145,35.6269944162248,152.914833962809
"Makassar",22.2107163422697,29.0846208335712,28.9417433366819,28.9417433366819,28.9417433366819,28.9417433366819,167.082599248926,276.153500864646,22.2107163422697,269.149347869385,54.1551119554821,26.7533652055167,22.2107163422697,44.3747030408184,180.237562619506,22.2107163422697,22.2107163422697,167.082599248926,43.1278668459417,46.736525776588,192.689479013509,29.0846208335712,51.7012844655498,54.1551119554821,28.8700043357894,51.3551301691861,44.1635984475636,41.6375820951547,22.2107163422697,26.7533652055167,22.2107163422697,206.233029648051,12.6096202447124,60.4044444167002,44.1635984475636,0,28.3169065543721,175.841634566804,60.4044444167002,28.9417433366819,193.446054275268
"Zhongshan",9.88575557669529,0.937748851525145,0.624856410585663,0.624856410585663,0.624856410585663,0.624856410585663,166.525122360599,268.988319741391,9.88575557669529,265.870714347071,37.8614349540139,15.5864550407266,9.88575557669529,27.9241084677209,181.022815014082,9.88575557669529,9.88575557669529,166.525122360599,28.3375454527177,35.2814218040385,188.482855241305,0.937748851525145,38.6515587244876,37.8614349540139,0.56891585483444,39.737571909844,35.5801448690547,25.0289355642493,9.88575557669529,15.5864550407266,9.88575557669529,199.760040216917,29.4258731704542,46.4420153573935,35.5801448690547,28.3169065543721,0,173.724328324872,46.4420153573935,0.624856410585663,187.718758605595
"Cuiaba",167.029549232977,174.276486172257,173.734377767305,173.734377767305,173.734377767305,173.734377767305,12.3598807440587,105.628423900161,167.029549232977,93.3506515380931,138.56811714171,159.327742447677,167.029549232977,200.95033690398,19.1390055897015,167.029549232977,167.029549232977,12.3598807440587,145.851140241707,138.568072527621,20.8532194903255,174.276486172257,135.868863807695,138.56811714171,173.594164478247,134.359619338643,138.204669440975,149.420435137771,167.029549232977,159.327742447677,167.029549232977,40.7388292717187,163.235327346605,129.586967052723,138.204669440975,175.841634566804,173.724328324872,0,129.586967052723,173.734377767305,28.3381178772122
"Karachi",42.657878045946,46.776840109459,46.2868754336857,46.2868754336857,46.2868754336857,46.2868754336857,123.525332917169,222.648079871536,42.657878045946,220.571612919595,9.01376960418383,35.2849312044052,42.657878045946,72.0864235613285,138.777272655739,42.657878045946,42.657878045946,123.525332917169,18.5063072479694,13.6971606945311,143.148741524376,46.776840109459,8.71517956571666,9.01376960418383,46.1698830863848,9.33206423549911,17.0187596229145,21.4762688796006,42.657878045946,35.2849312044052,42.657878045946,153.640333323392,50.5143332702012,0,17.0187596229145,60.4044444167002,46.4420153573935,129.586967052723,0,46.2868754336857,141.838371430799
"Guangzhou",10.3513855524945,0.55799701677314,0,0,0,0,166.572088064107,268.866597298416,10.3513855524945,265.836926133299,37.6675937475005,15.8345651904078,10.3513855524945,27.7727277720609,181.095018361116,10.3513855524945,10.3513855524945,166.572088064107,28.2499028608617,35.248882042955,188.441957415012,0.55799701677314,38.5537384995047,37.6675937475005,0.157029534967158,39.6762160671435,35.6269944162248,24.9067070168538,10.3513855524945,15.8345651904078,10.3513855524945,199.665076935156,29.9948150958923,46.2868754336857,35.6269944162248,28.9417433366819,0.624856410585663,173.734377767305,46.2868754336857,0,187.643570158752
"Santander",182.081849083991,188.162607653009,187.643570158752,187.643570158752,187.643570158752,187.643570158752,40.5189907065661,82.9941622527339,182.081849083991,79.5719091164606,150.809155543165,174.300567649726,182.081849083991,213.921356345694,43.9838972628016,182.081849083991,182.081849083991,40.5189907065661,159.395611768963,152.518997921817,10.3951565986268,188.162607653009,149.111996197236,150.809155543165,187.514315985746,147.987716404158,152.914833962809,162.798668719857,182.081849083991,174.300567649726,182.081849083991,13.5278891211814,180.97322685213,141.838371430799,152.914833962809,193.446054275268,187.718758605595,28.3381178772122,141.838371430799,187.643570158752,0
